Subject,Method,raw_gate,effective_gate,confidence,updated,effective_source_weight,effective_ema_weight,effective_batch_weight,probe_gate,min_gate,batch_index,batch_size,true_class_0_count,true_class_0_ratio,true_class_1_count,true_class_1_ratio,true_max_class_ratio,true_num_present_classes,g_mi,effective_mi_gate,diversity_norm,sample_entropy_norm,w_source,w_ema,w_batch,rho,n_eff,alpha,entropy_updated,loss_entropy,gate_threshold,gate_aware_ema,dynamic_mixture_weights,pred_class_0_count,pred_class_0_ratio,pred_class_1_count,pred_class_1_ratio,pred_max_class_ratio,pred_num_present_classes,true_imbalance,dua_momentum,rotta_memory_occupancy,note_memory_occupancy,note_updated,note_loss,delta_loss,delta_used_samples
S4,EMATent,0.12057908624410629,0.12057908624410629,0.9836238622665405,0.0,0.46382627412676813,0.5,0.036173725873231886,0.0,0.0,1,64,31,0.484375,33.0,0.515625,0.515625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4,EMATent,0.8489719033241272,0.8489719033241272,0.7641187906265259,1.0,0.24530842900276184,0.5,0.25469157099723816,0.0,0.0,2,64,23,0.359375,41.0,0.640625,0.640625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4,EMATent,0.512199342250824,0.512199342250824,0.9015927314758301,1.0,0.34634019732475285,0.5,0.15365980267524718,0.0,0.0,3,64,38,0.59375,26.0,0.40625,0.59375,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4,EMATent,0.6837289929389954,0.6837289929389954,0.8183242678642273,1.0,0.2948813021183014,0.5,0.2051186978816986,0.0,0.0,4,11,0,0.0,11.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4,DynaMixEMATent,,,,,,,,,,0,64,0,0.0,64.0,1.0,1.0,1,0.0036959312856197357,0.012168439105153084,0.012168439105153084,0.008472507819533348,0.9903058633055231,0.006043604962931026,0.003650531731545925,0.006065748169097884,0.7787801027297974,0.19999999999999996,0.0,0.0029050647281110287,0.2,0.0,1.0,0.0,0.0,64.0,1.0,1.0,1.0,0.5,,,,,,,
S4,DynaMixEMATent,,,,,,,,,,1,64,31,0.484375,33.0,0.515625,0.515625,2,0.0031459233723580837,0.011550654657185078,0.011550654657185078,0.008404730819165707,0.9847861568964856,0.011748646706358924,0.003465196397155523,0.011789499638028889,1.5180220007896423,0.19999999999999996,0.0,0.0055986507795751095,0.2,0.0,1.0,0.0,0.0,64.0,1.0,1.0,1.0,0.015625,,,,,,,
S4,DynaMixEMATent,,,,,,,,,,2,64,23,0.359375,41.0,0.640625,0.640625,2,0.006181661039590836,0.02657674439251423,0.02657674439251423,0.020395083352923393,0.9673906372433208,0.02463633943892491,0.007973023317754268,0.024834344244668793,3.218933641910553,0.19999999999999996,0.0,0.028464246541261673,0.2,0.0,1.0,0.0,0.0,64.0,1.0,1.0,1.0,0.140625,,,,,,,
S4,DynaMixEMATent,,,,,,,,,,3,64,38,0.59375,26.0,0.40625,0.59375,2,0.0032540715765208006,0.012574569322168827,0.012574569322168827,0.009320497512817383,0.9653981154295287,0.03082951377382066,0.003772370796650648,0.030946254520640037,4.023706078529358,0.19999999999999996,0.0,0.02090531960129738,0.2,0.0,1.0,0.0,0.0,64.0,1.0,1.0,1.0,0.09375,,,,,,,
S4,DynaMixEMATent,,,,,,,,,,4,11,0,0.0,11.0,1.0,1.0,1,0.003551686182618141,0.01339799351990223,0.01339799351990223,0.009846307337284088,0.9640480980691791,0.03193250387485027,0.004019398055970669,0.03206137128827813,4.171084007248282,0.19999999999999996,0.0,0.010578666813671589,0.2,0.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0,0.5,,,,,,,
S4,TEMA,,,,,,,,,,0,64,0,0.0,64.0,1.0,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4,TEMA,,,,,,,,,,1,64,31,0.484375,33.0,0.515625,0.515625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S4,TEMA,,,,,,,,,,2,64,23,0.359375,41.0,0.640625,0.640625,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
